model_name,fold_id,n_train,n_test,train_mae,train_rmse,train_r2,mae,rmse,r2,train_loss,validation_loss,mae_gap,rmse_gap
gcn_small,1,59,15,0.5868474952245163,0.6803977902116749,-0.2389101846786046,0.22639384269714355,0.2942975110152418,0.6155189848863478,0.46294116064653557,0.08661102503538132,-0.3604536525273727,-0.3861002791964331
gcn_small,2,59,15,0.5032384031910008,0.5988851751254645,-0.036828465309513,0.428740119934082,0.5598100409571746,0.0919413003222802,0.35866342889050307,0.31338730454444885,-0.07449828325691876,-0.03907513416828989
gcn_small,3,59,15,0.48247557979519085,0.5654075451474255,0.0841844040608587,0.6368695259094238,0.717840489654672,-0.7625317789563859,0.319685683664629,0.5152949690818787,0.15439394611423296,0.15243294450724643
gcn_small,4,59,15,0.49264824188361733,0.5663736491529597,-0.12906998621581134,0.5292365550994873,0.558539503741362,0.40380271245042487,0.3207791121834416,0.3119663894176483,0.03658831321586997,-0.00783414541159777
gcn_small,5,60,14,0.6272728204727173,0.7487689194419604,-0.5216127561010724,0.7581280810492379,0.8170719122226054,-2.1841340590105798,0.5606549104054769,0.6676065325737,0.13085526057652064,0.068302992780645
gcn_medium,1,59,15,0.5253862890146547,0.5897963105360959,0.0690676180271228,0.21878937085469563,0.2498654805180978,0.7228504071931361,0.3478596917653488,0.06243276223540306,-0.30659691815995904,-0.3399308300179982
gcn_medium,2,59,15,0.6367339158462266,0.7287109026346019,-0.5350775530734837,0.5583950678507487,0.6884894169434758,-0.37349503443304055,0.5310195846072698,0.4740177094936371,-0.07833884799547797,-0.04022148569112616
gcn_medium,3,59,15,0.6988055827253956,0.795963123692967,-0.8149753502974475,0.8974716504414876,0.9852410334955043,-2.320213693994856,0.6335572736748194,0.9706999063491821,0.19866606771609197,0.18927790980253734
gcn_medium,4,59,15,0.6479347843234822,0.7210091931479942,-0.8297695180517468,0.5242135206858317,0.6033745323127904,0.3042452874887769,0.5198542359521834,0.36406081914901733,-0.12372126363765046,-0.1176346608352038
gcn_medium,5,60,14,0.7476129531860352,0.8500889517542659,-0.9612694616321578,0.9643373319080898,1.0343376021153348,-4.102645624281108,0.7226512094338735,1.0698542594909668,0.21672437872205463,0.18424865036106886
